Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2006","2006","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2007","2007","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2008","2008","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2009","2009","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2010","2010","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2011","2011","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2012","2012","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2013","2013","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2014","2014","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2015","2015","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2016","2016","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2017","2017","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2018","2018","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2019","2019","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2020","2020","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2021","2021","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2022","2022","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","028","Antigua and Barbuda","5110","Area","6620","Cropland","2023","2023","1000 ha","5","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","1990","1990","1000 ha","27595","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","1991","1991","1000 ha","27700","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","1992","1992","1000 ha","27805","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","1993","1993","1000 ha","27910","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","1994","1994","1000 ha","28018","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","1995","1995","1000 ha","28125","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","1996","1996","1000 ha","28232","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","1997","1997","1000 ha","28335","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","1998","1998","1000 ha","28440","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","1999","1999","1000 ha","28532","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2000","2000","1000 ha","28640","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2001","2001","1000 ha","28746","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2002","2002","1000 ha","28862","A","Official figure",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2003","2003","1000 ha","30828.2","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2004","2004","1000 ha","32794.4","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2005","2005","1000 ha","34791.6","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2006","2006","1000 ha","36582.5","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2007","2007","1000 ha","37984.9","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2008","2008","1000 ha","36636.3","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2009","2009","1000 ha","35490.7","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2010","2010","1000 ha","39003.1","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2011","2011","1000 ha","39626.5","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2012","2012","1000 ha","40622.9","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2013","2013","1000 ha","40391.3","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2014","2014","1000 ha","39977.3261","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2015","2015","1000 ha","41353.2346","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2016","2016","1000 ha","41033.6795","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2017","2017","1000 ha","41375.4863","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2018","2018","1000 ha","41249","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2019","2019","1000 ha","41918","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2020","2020","1000 ha","42998","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2021","2021","1000 ha","43297","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2022","2022","1000 ha","44167","I","Value imputed by a receiving agency",""
"RL","Land Use","032","Argentina","5110","Area","6620","Cropland","2023","2023","1000 ha","41455.3431","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","1990","1990","1000 ha","2","A","Official figure",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","1991","1991","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","1992","1992","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","1993","1993","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","1994","1994","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","1995","1995","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","1996","1996","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","1997","1997","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","1998","1998","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","1999","1999","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2000","2000","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2001","2001","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2002","2002","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2003","2003","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2004","2004","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2005","2005","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2006","2006","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2007","2007","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2008","2008","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2009","2009","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2010","2010","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2011","2011","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2012","2012","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2013","2013","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2014","2014","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2015","2015","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2016","2016","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2017","2017","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2018","2018","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2019","2019","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2020","2020","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2021","2021","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2022","2022","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","533","Aruba","5110","Area","6620","Cropland","2023","2023","1000 ha","2","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","1990","1990","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","1991","1991","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","1992","1992","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","1993","1993","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","1994","1994","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","1995","1995","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","1996","1996","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","1997","1997","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","1998","1998","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","1999","1999","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2000","2000","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2001","2001","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2002","2002","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2003","2003","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2004","2004","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2005","2005","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2006","2006","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2007","2007","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2008","2008","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2009","2009","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2010","2010","1000 ha","10","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2011","2011","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2012","2012","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2013","2013","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2014","2014","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2015","2015","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2016","2016","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2017","2017","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2018","2018","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2019","2019","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2020","2020","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2021","2021","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2022","2022","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","044","Bahamas","5110","Area","6620","Cropland","2023","2023","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","1990","1990","1000 ha","17","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","1991","1991","1000 ha","17","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","1992","1992","1000 ha","17","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","1993","1993","1000 ha","17","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","1994","1994","1000 ha","17","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","1995","1995","1000 ha","17","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","1996","1996","1000 ha","17","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","1997","1997","1000 ha","17","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","1998","1998","1000 ha","17","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","1999","1999","1000 ha","16","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2000","2000","1000 ha","16","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2001","2001","1000 ha","16","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2002","2002","1000 ha","15","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2003","2003","1000 ha","15","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2004","2004","1000 ha","14","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2005","2005","1000 ha","14","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2006","2006","1000 ha","14","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2007","2007","1000 ha","14","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2008","2008","1000 ha","14","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2009","2009","1000 ha","14","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2010","2010","1000 ha","13","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2011","2011","1000 ha","12","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2012","2012","1000 ha","11","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2013","2013","1000 ha","10.5","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2014","2014","1000 ha","10","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2015","2015","1000 ha","9","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2016","2016","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2017","2017","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2018","2018","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2019","2019","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2020","2020","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2021","2021","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2022","2022","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","052","Barbados","5110","Area","6620","Cropland","2023","2023","1000 ha","8","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","1990","1990","1000 ha","77","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","1991","1991","1000 ha","81","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","1992","1992","1000 ha","87","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","1993","1993","1000 ha","94","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","1994","1994","1000 ha","94","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","1995","1995","1000 ha","96","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","1996","1996","1000 ha","97","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","1997","1997","1000 ha","98","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","1998","1998","1000 ha","98","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","1999","1999","1000 ha","100","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2000","2000","1000 ha","99","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2001","2001","1000 ha","99","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2002","2002","1000 ha","102","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2003","2003","1000 ha","102","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2004","2004","1000 ha","102","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2005","2005","1000 ha","102","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2006","2006","1000 ha","102","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2007","2007","1000 ha","102","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2008","2008","1000 ha","102","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2009","2009","1000 ha","105","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2010","2010","1000 ha","107","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2011","2011","1000 ha","107","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2012","2012","1000 ha","110","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2013","2013","1000 ha","110","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2014","2014","1000 ha","110","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2015","2015","1000 ha","120","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2016","2016","1000 ha","120","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2017","2017","1000 ha","122","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2018","2018","1000 ha","122","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2019","2019","1000 ha","124","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2020","2020","1000 ha","130","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2021","2021","1000 ha","132","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2022","2022","1000 ha","132","I","Value imputed by a receiving agency",""
"RL","Land Use","084","Belize","5110","Area","6620","Cropland","2023","2023","1000 ha","132","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","1990","1990","1000 ha","0.3","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","1991","1991","1000 ha","0.3","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","1992","1992","1000 ha","0.3","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","1993","1993","1000 ha","0.3","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","1994","1994","1000 ha","0.3","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","1995","1995","1000 ha","0.4","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","1996","1996","1000 ha","0.4","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","1997","1997","1000 ha","0.4","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","1998","1998","1000 ha","0.4","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","1999","1999","1000 ha","0.4","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","2000","2000","1000 ha","0.4","I","Value imputed by a receiving agency",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","2001","2001","1000 ha","0.4","A","Official figure",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","2002","2002","1000 ha","0.4","A","Official figure",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","2003","2003","1000 ha","0.4","A","Official figure",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","2004","2004","1000 ha","0.4","A","Official figure",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","2005","2005","1000 ha","0.4","A","Official figure",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","2006","2006","1000 ha","0.4","A","Official figure",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","2007","2007","1000 ha","0.4","A","Official figure",""
"RL","Land Use","060","Bermuda","5110","Area","6620","Cropland","2008","2008","1000 ha","0.3","A","Official figure",""
